date,ticker,occ,engine_took,student_p,student_says,reason,outcome,net_return
2026-07-16 19:32,VOD,VOD270115C00015000,0,0.078,VETO,,vertical,-0.1919
2026-07-16 19:32,CAPR,CAPR260821P00011000,0,0.176,VETO,,vertical,-0.4057
2026-07-16 19:42,PL,PL260814C00023000,1,0.162,VETO,,down,-0.5486
2026-07-16 19:42,SPY,SPY260724P00728000,0,0.295,VETO,,up,1.3
2026-07-16 19:42,QQQ,QQQ260717C00710000,0,0.384,VETO,,down,-0.8842
2026-07-16 19:42,SPY,SPY260720P00747000,0,0.295,VETO,,up,1.2849
2026-07-16 19:42,CCJ,CCJ260724P00085000,0,0.176,VETO,,up,0.3262
2026-07-16 19:42,CRWD,CRWD260821C00255000,0,0.197,VETO,,down,-0.6746
2026-07-16 19:42,PL,PL260821C00021000,0,0.078,VETO,,vertical,-0.0242
2026-07-16 19:53,KRE,KRE260814C00081000,1,0.078,VETO,,down,-0.8327
2026-07-16 19:53,NVDA,NVDA260720C00205000,0,0.229,VETO,,down,-0.8151
2026-07-16 19:53,BETA,BETA260821C00017500,0,0.02,VETO,,vertical,-0.3977
2026-07-16 19:53,SPY,SPY260724P00744000,0,0.295,VETO,,up,0.8843
2026-07-16 19:53,MTUM,MTUM260717P00295000,0,0.162,VETO,,down,-0.98
2026-07-16 19:53,SMH,SMH260717P00540000,0,0.078,VETO,,up,0.3207
2026-07-16 19:53,FLEX,FLEX260717P00120000,0,0.176,VETO,,up,0.5029
2026-07-16 19:53,KRE,KRE260717C00078000,0,0.162,VETO,,down,-1.0465
2026-07-16 19:53,SNAP,SNAP280121C00005000,0,0.02,VETO,,vertical,-0.1257
2026-07-16 19:53,CCOI,CCOI270115C00012500,0,0.02,VETO,,vertical,-0.25
2026-07-16 19:53,BABA,BABA260717C00120000,0,0.197,VETO,,down,-0.9688
2026-07-17 13:32,GDX,GDX260828P00067500,1,0.176,VETO,,down,-1.0836
2026-07-17 13:32,SPY,SPY260722P00734000,0,0.203,VETO,,down,-0.59
2026-07-17 13:32,AMZN,AMZN260918P00200000,0,0.197,VETO,,vertical,-0.25
2026-07-17 13:32,TLT,TLT261218P00083000,0,0.078,VETO,,vertical,-0.009
2026-07-17 13:32,GOOGL,GOOGL260717C00350000,0,0.078,VETO,,down,-0.963
2026-07-17 13:32,SPY,SPY260724C00750000,0,0.203,VETO,,up,0.3111
2026-07-17 13:32,AAPL,AAPL260724P00325000,0,0.197,VETO,,vertical,-0.185
2026-07-17 13:32,SPCX,SPCX260724C00135000,0,0.295,VETO,,vertical,-0.308
2026-07-17 13:32,SKHY,SKHY260717P00145000,0,0.384,VETO,,down,-0.838
2026-07-17 13:32,NVDA,NVDA260717C00202500,0,0.197,VETO,,down,-0.8163
2026-07-17 13:32,CRWD,CRWD260717C00205000,0,0.162,VETO,,down,-0.6618
2026-07-17 13:32,SMH,SMH260717P00540000,0,0.197,VETO,,up,0.5224
2026-07-17 13:32,GDX,GDX260717P00070000,0,0.176,VETO,,down,-0.9932
2026-07-17 13:32,IBIT,IBIT260717C00035000,0,0.078,VETO,,up,0.4359
2026-07-17 13:32,SLV,SLV260717P00050500,0,0.162,VETO,,down,-0.7526
2026-07-17 13:32,TSLA,TSLA260821P00385000,0,0.197,VETO,,vertical,-0.0558
2026-07-17 13:42,NKE,NKE260814C00047000,1,0.072,VETO,,down,-0.9523
2026-07-17 13:42,SPY,SPY260724P00728000,0,0.203,VETO,,down,-0.512
2026-07-17 13:42,IWM,IWM260821P00278000,0,0.197,VETO,,vertical,-0.1408
2026-07-17 13:42,IWM,IWM260918P00265000,0,0.197,VETO,,vertical,-0.1008
2026-07-17 13:42,SPCX,SPCX260814P00095000,0,0.295,VETO,,vertical,-0.2709
2026-07-17 13:42,QQQ,QQQ260724C00710000,0,0.295,VETO,,up,0.4347
2026-07-17 13:42,QQQ,QQQ260717C00692000,0,0.295,VETO,,up,0.9655
2026-07-17 13:42,NKE,NKE260821C00045000,0,0.072,VETO,,vertical,-0.3213
2026-07-17 13:42,SPY,SPY260720P00741000,0,0.203,VETO,,down,-0.5462
2026-07-17 13:42,VZ,VZ261218C00050000,0,0.047,VETO,,down,-0.61
2026-07-17 13:42,HOOD,HOOD260717P00098000,0,0.078,VETO,,up,0.3327
2026-07-17 13:42,QQQ,QQQ260717C00690000,0,0.295,VETO,,up,0.9393
2026-07-17 13:42,UBER,UBER260717C00071000,0,0.027,VETO,,down,-0.6076
2026-07-17 13:42,QQQ,QQQ260717C00696000,0,0.295,VETO,,up,1.314
2026-07-17 13:42,BE,BE260717P00190000,0,0.197,VETO,,down,-0.6982
2026-07-17 13:42,RSP,RSP260717C00215000,0,0.078,VETO,,down,-0.9733
2026-07-17 13:42,EWY,EWY260731P00125000,0,0.162,VETO,,down,-0.6385
2026-07-17 13:42,XLE,XLE260918C00062500,0,0.072,VETO,,vertical,-0.1636
2026-07-17 13:51,VXX,VXX260814C00023500,1,0.176,VETO,,down,-1.028
2026-07-17 13:51,VXX,VXX260918C00022000,0,0.176,VETO,,vertical,-0.2322
2026-07-17 13:51,SPY,SPY260723P00714000,0,0.203,VETO,,down,-0.5522
2026-07-17 13:51,IWM,IWM260731P00291000,0,0.197,VETO,,vertical,-0.0708
2026-07-17 13:51,SMH,SMH260717C00550000,0,0.197,VETO,,up,0.3668
2026-07-17 13:51,QQQ,QQQ260831P00590000,0,0.295,VETO,,vertical,-0.1827
2026-07-17 13:51,QQQ,QQQ260717P00687000,0,0.295,VETO,,down,-0.6349
2026-07-17 13:51,WFC,WFC270319P00077500,0,0.027,VETO,,vertical,-0.038
2026-07-17 13:51,XLU,XLU260918C00047500,0,0.078,VETO,,vertical,-0.5247
2026-07-17 13:51,ORCL,ORCL260717C00125000,0,0.295,VETO,,up,0.9
2026-07-17 13:51,MRK,MRK260724C00135000,0,0.06,VETO,,down,-0.6489
2026-07-17 13:51,XHB,XHB260717C00112000,0,0.072,VETO,,down,-1.3782
2026-07-17 13:51,GME,GME260821C00019000,0,0.027,VETO,,vertical,-0.1413
2026-07-17 14:02,FRMI,FRMI260814C00006500,1,0.072,VETO,,down,-0.9567
2026-07-17 14:02,SPY,SPY260717C00747000,0,0.203,VETO,,down,-0.5682
2026-07-17 14:02,CRDO,CRDO260807C00260000,0,0.197,VETO,,down,-0.6418
2026-07-17 14:02,NVDA,NVDA260720C00200000,0,0.197,VETO,,up,0.37
2026-07-17 14:02,NVDA,NVDA260717C00205000,0,0.197,VETO,,up,1.1724
2026-07-17 14:02,IWM,IWM260821C00303000,0,0.197,VETO,,vertical,-0.1176
2026-07-17 14:02,SPY,SPY260717C00744000,0,0.203,VETO,,up,0.3048
2026-07-17 14:02,FRMI,FRMI260828C00007500,0,0.072,VETO,,vertical,-0.3812
2026-07-17 14:02,ADM,ADM260821C00092500,0,0.072,VETO,,vertical,-0.124
2026-07-17 14:02,TLT,TLT261218C00087000,0,0.078,VETO,,vertical,-0.0962
2026-07-17 14:02,SOXX,SOXX260717P00495000,0,0.203,VETO,,down,-1.1133
2026-07-17 14:02,NFLX,NFLX260814C00066000,0,0.295,VETO,,up,0.2843
2026-07-17 14:02,MSTR,MSTR260717P00092000,0,0.162,VETO,,down,-0.7405
2026-07-17 14:12,MO,MO261218C00085000,0,0.072,VETO,,vertical,-0.395
2026-07-17 14:12,SPY,SPY260731P00720000,0,0.203,VETO,,vertical,0.1888
2026-07-17 14:12,SPY,SPY260731P00715000,0,0.203,VETO,,up,0.2953
2026-07-17 14:12,AMD,AMD260724P00387500,0,0.176,VETO,,down,-0.609
2026-07-17 14:12,QQQ,QQQ260717P00690000,0,0.295,VETO,,up,0.2785
2026-07-17 14:12,SPY,SPY260731P00730000,0,0.203,VETO,,up,0.2992
2026-07-17 14:12,DELL,DELL260717C00400000,0,0.203,VETO,,up,0.3354
2026-07-17 14:12,DRAM,DRAM260717C00052000,0,0.197,VETO,,down,-0.6133
2026-07-17 14:12,CCL,CCL260918C00029000,0,0.008,VETO,,vertical,-0.1143
2026-07-17 14:12,NBIS,NBIS260724C00210000,0,0.229,VETO,,up,0.265
2026-07-17 14:21,EWZ,EWZ260814C00036500,1,0.072,VETO,,down,-1.1333
2026-07-17 14:21,EWZ,EWZ261218C00042000,0,0.047,VETO,,vertical,-0.1638
2026-07-17 14:21,AMD,AMD260717C00497500,0,0.176,VETO,,down,-0.5919
2026-07-17 14:21,HIMS,HIMS260724C00036500,0,0.027,VETO,,vertical,-0.4236
2026-07-17 14:21,AMD,AMD260717C00502500,0,0.176,VETO,,down,-0.6607
2026-07-17 14:21,DAR,DAR261016C00070000,0,0.027,VETO,,vertical,-0.2544
2026-07-17 14:21,QCOM,QCOM260821P00135000,0,0.197,VETO,,vertical,-0.2372
2026-07-17 14:21,IBIT,IBIT260821C00038000,0,0.078,VETO,,vertical,0.1125
2026-07-17 14:21,LITE,LITE260717C00750000,0,0.176,VETO,,down,-0.6907
2026-07-17 14:21,NOK,NOK260731P00010000,0,0.197,VETO,,vertical,-0.0725
2026-07-17 14:21,CVS,CVS260724P00106000,0,0.072,VETO,,vertical,-0.3154
2026-07-17 14:21,RSP,RSP260724P00212500,0,0.078,VETO,,up,0.6909
2026-07-17 14:21,XLV,XLV260821P00160000,0,0.162,VETO,,vertical,0.0024
2026-07-17 14:21,WULF,WULF260821C00022000,0,0.047,VETO,,vertical,0.081
2026-07-17 14:21,MSTR,MSTR260717P00094000,0,0.162,VETO,,down,-0.72
2026-07-17 14:21,MSTR,MSTR260717P00095000,0,0.162,VETO,,down,-0.587
2026-07-17 14:21,UTHR,UTHR260821P00520000,0,0.02,VETO,,vertical,-0.4702
2026-07-17 14:31,XLE,XLE260814C00060000,1,0.078,VETO,,down,-0.6557
2026-07-17 14:31,XLE,XLE260731C00056000,0,0.072,VETO,,vertical,-0.0723
2026-07-17 14:31,SPCX,SPCX260724C00130000,0,0.295,VETO,,vertical,-0.2111
2026-07-17 14:31,AVGO,AVGO260821P00290000,0,0.197,VETO,,vertical,-0.0636
2026-07-17 14:31,IWM,IWM260807P00285000,0,0.197,VETO,,vertical,0.1217
2026-07-17 14:31,XLP,XLP260918C00088000,0,0.078,VETO,,vertical,-0.4096
2026-07-17 14:31,SPY,SPY260722P00720000,0,0.203,VETO,,vertical,0.2073
2026-07-17 14:31,SPY,SPY260731P00718000,0,0.203,VETO,,vertical,0.1463
2026-07-17 14:31,QQQ,QQQ260717P00695000,0,0.295,VETO,,up,0.3651
2026-07-17 14:31,DVN,DVN260814C00044000,0,0.02,VETO,,vertical,-0.0242
2026-07-17 14:31,CLMT,CLMT261120C00055000,0,0.047,VETO,,vertical,0.06
2026-07-17 14:31,RIOT,RIOT270115C00025000,0,0.078,VETO,,vertical,-0.1754
2026-07-17 14:31,CCJ,CCJ260821P00080000,0,0.078,VETO,,vertical,-0.1121
2026-07-17 14:31,CRWV,CRWV260717C00071000,0,0.229,VETO,,up,0.43
2026-07-17 14:31,VIAV,VIAV260918P00028000,0,0.02,VETO,,vertical,-0.1854
2026-07-17 14:41,DIS,DIS260814C00102000,1,0.027,VETO,,vertical,-0.5185
2026-07-17 14:41,RSP,RSP260821C00215000,0,0.078,VETO,,vertical,-0.2925
2026-07-17 14:41,DRAM,DRAM260724P00052000,0,0.197,VETO,,vertical,0.0095
2026-07-17 14:41,DIS,DIS260724C00099000,0,0.027,VETO,,vertical,-0.3814
2026-07-17 14:41,FISV,FISV260821P00050000,0,0.06,VETO,,vertical,-0.0603
2026-07-17 14:41,SPY,SPY260717P00746000,0,0.203,VETO,,up,0.3163
2026-07-17 14:41,QQQ,QQQ260717C00698000,0,0.295,VETO,,down,-0.6164
2026-07-17 14:41,DRAM,DRAM260717P00052000,0,0.197,VETO,,down,-0.7456
2026-07-17 14:41,ABNB,ABNB260724P00147000,0,0.047,VETO,,vertical,-0.2122
2026-07-17 14:41,SIL,SIL260918C00088000,0,0.072,VETO,,vertical,-0.3081
2026-07-17 14:41,RSP,RSP260821C00220000,0,0.078,VETO,,vertical,-0.4621
2026-07-17 14:41,UEC,UEC260821C00009000,0,0.072,VETO,,vertical,0.087
2026-07-17 14:41,CWEN,CWEN261120P00035000,0,0.008,VETO,,vertical,-0.1676
2026-07-17 14:41,TCOM,TCOM260821P00040000,0,0.02,VETO,,vertical,-0.1625
2026-07-17 14:41,AMKR,AMKR260717P00060000,0,0.078,VETO,,down,-0.8727
2026-07-17 14:41,NBIS,NBIS260717C00182500,0,0.229,VETO,,down,-0.684
2026-07-17 14:51,CPNG,CPNG260814P00016000,1,0.02,VETO,,vertical,-0.3323
2026-07-17 14:51,SPY,SPY260720P00745000,0,0.203,VETO,,up,0.4214
2026-07-17 14:51,JPM,JPM260731P00332500,0,0.197,VETO,,vertical,-0.0437
2026-07-17 14:51,TE,TE280121C00010000,0,0.078,VETO,,vertical,-0.0741
2026-07-17 14:51,ITGR,ITGR260821P00085000,0,0.0,VETO,,down,-0.8282
2026-07-17 14:51,CNC,CNC260807P00064000,0,0.06,VETO,,vertical,-0.3379
2026-07-17 14:51,EWZ,EWZ261016C00038000,0,0.047,VETO,,vertical,-0.069
2026-07-17 14:51,CPNG,CPNG261120P00018000,0,0.02,VETO,,vertical,-0.1177
2026-07-17 14:51,SNDQ,SNDQ260821C00004000,0,0.047,VETO,,vertical,0.116
2026-07-17 15:01,OWL,OWL260814C00010000,1,0.02,VETO,,down,-0.9771
2026-07-17 15:01,OWL,OWL260717C00009000,0,0.02,VETO,,vertical,-0.31
2026-07-17 15:01,NN,NN270115C00020000,0,0.06,VETO,,vertical,-0.15
2026-07-17 15:01,QQQ,QQQ260717P00697000,0,0.295,VETO,,down,-0.7364
2026-07-17 15:01,OKLO,OKLO261120P00030000,0,0.078,VETO,,vertical,-0.097
2026-07-17 15:01,SPY,SPY260724P00715000,0,0.203,VETO,,vertical,0.0067
2026-07-17 15:01,SNDK,SNDK260717P01300000,0,0.197,VETO,,down,-0.7474
2026-07-17 15:01,AAPL,AAPL260717P00332500,0,0.197,VETO,,down,-0.5286
2026-07-17 15:01,PLTR,PLTR260724P00132000,0,0.197,VETO,,vertical,-0.1
2026-07-17 15:01,DELL,DELL260731P00310000,0,0.203,VETO,,vertical,-0.2935
2026-07-17 15:01,FCX,FCX260717P00061000,0,0.072,VETO,,down,-0.6523
2026-07-17 15:01,CVX,CVX260724P00185000,0,0.162,VETO,,vertical,-0.3785
2026-07-17 15:01,FSM,FSM280121C00015000,0,0.072,VETO,,vertical,-0.224
2026-07-17 15:01,EEM,EEM260717P00065000,0,0.162,VETO,,vertical,-0.2475
2026-07-17 15:01,ETHA,ETHA270617C00030000,0,0.027,VETO,,vertical,-0.2661
2026-07-17 15:01,TQQQ,TQQQ261218P00030000,0,0.078,VETO,,vertical,-0.1837
2026-07-17 15:01,AIG,AIG260821C00082500,0,0.047,VETO,,vertical,-0.0275
2026-07-17 15:12,HL,HL260814C00015000,1,0.02,VETO,,vertical,-0.3557
2026-07-17 15:12,SPCX,SPCX260731P00110000,0,0.295,VETO,,vertical,-0.1816
2026-07-17 15:12,SPCX,SPCX260717P00126000,0,0.295,VETO,,down,-0.6397
2026-07-17 15:12,QQQ,QQQ260717C00695000,0,0.295,VETO,,up,1.3008
2026-07-17 15:12,EQX,EQX261016C00010000,0,0.047,VETO,,vertical,-0.0786
2026-07-17 15:12,MRK,MRK260821C00145000,0,0.06,VETO,,down,-0.596
2026-07-17 15:12,COP,COP260724C00116000,0,0.027,VETO,,vertical,0.0256
2026-07-17 15:12,HL,HL280121C00022000,0,0.02,VETO,,vertical,-0.0844
2026-07-17 15:12,RGTI,RGTI260918C00015000,0,0.06,VETO,,vertical,0.0337
2026-07-17 15:12,AG,AG280121P00010000,0,0.072,VETO,,vertical,-0.0556
2026-07-17 15:12,FIG,FIG260724C00028500,0,0.078,VETO,,down,-0.7396
2026-07-17 15:12,XLK,XLK260724C00179000,0,0.162,VETO,,up,0.3068
2026-07-17 15:21,GLXY,GLXY260814P00020000,1,0.072,VETO,,down,-0.6209
2026-07-17 15:21,GLXY,GLXY260821P00022500,0,0.072,VETO,,vertical,-0.1582
2026-07-17 15:21,TXN,TXN261016C00450000,0,0.072,VETO,,vertical,-0.4684
2026-07-17 15:21,AKAM,AKAM260724P00119000,0,0.072,VETO,,vertical,-0.1651
2026-07-17 15:21,UCO,UCO260717C00040000,0,0.197,VETO,,up,0.155
2026-07-17 15:21,KTOS,KTOS261120P00035000,0,0.06,VETO,,vertical,-0.115
2026-07-17 15:21,DVN,DVN260731P00044000,0,0.02,VETO,,vertical,-0.1622
2026-07-17 15:21,UBER,UBER261120P00060000,0,0.027,VETO,,vertical,-0.1232
2026-07-17 15:21,MO,MO260731C00077000,0,0.072,VETO,,vertical,-0.1591
2026-07-17 15:21,CAT,CAT260717P00865000,0,0.197,VETO,,down,-0.9869
2026-07-17 15:21,XLE,XLE260821C00055000,0,0.072,VETO,,vertical,-0.0139
2026-07-17 15:21,EW,EW261120C00097500,0,0.047,VETO,,down,-0.7515
2026-07-17 15:21,TJX,TJX260724C00155000,0,0.027,VETO,,vertical,-0.468
2026-07-17 15:21,AR,AR260821C00034000,0,0.02,VETO,,vertical,-0.1097
2026-07-17 15:21,AIG,AIG260724C00080000,0,0.047,VETO,,vertical,-0.1586
2026-07-17 15:21,GLD,GLD260821C00390000,0,0.197,VETO,,vertical,-0.0297
2026-07-17 15:21,FXI,FXI260821P00035000,0,0.047,VETO,,vertical,-0.2649
2026-07-17 15:21,DKNG,DKNG260918C00025000,0,0.06,VETO,,vertical,0.1635
2026-07-17 15:32,UEC,UEC260814C00009500,1,0.06,VETO,,vertical,-0.4045
2026-07-17 15:32,PG,PG260918C00160000,0,0.078,VETO,,vertical,-0.3197
2026-07-17 15:32,QQQ,QQQ260717C00694000,0,0.295,VETO,,up,1.098
2026-07-17 15:32,GGAL,GGAL260821P00040000,0,0.02,VETO,,down,-1.2943
2026-07-17 15:32,QQQ,QQQ260717P00692000,0,0.295,VETO,,down,-0.7723
2026-07-17 15:32,XENE,XENE260821C00080000,0,0.072,VETO,,vertical,-0.5739
2026-07-17 15:32,UEC,UEC261120C00009000,0,0.072,VETO,,vertical,0.0514
2026-07-17 15:32,ADBE,ADBE260717C00235000,0,0.203,VETO,,up,0.6026
2026-07-17 15:32,SOFI,SOFI260821C00019000,0,0.162,VETO,,vertical,0.1216
2026-07-17 15:32,UNH,UNH260717P00430000,0,0.197,VETO,,down,-0.5569
2026-07-17 15:32,TLT,TLT260729P00084500,0,0.078,VETO,,vertical,0.0641
2026-07-17 15:32,HBM,HBM260821C00025000,0,0.008,VETO,,down,-0.675
2026-07-17 15:32,COHX,COHX260821C00040000,0,0.027,VETO,,vertical,-0.2379
2026-07-17 15:32,WDAY,WDAY260731C00157500,0,0.02,VETO,,vertical,0.0189
2026-07-17 15:42,XLV,XLV260814C00169000,1,0.078,VETO,,down,-1.1567
2026-07-17 15:42,QCOM,QCOM260821P00120000,0,0.197,VETO,,vertical,-0.2412
2026-07-17 15:42,AMD,AMD260717P00487500,0,0.176,VETO,,down,-0.7292
2026-07-17 15:42,META,META260717C00635000,0,0.197,VETO,,up,0.2923
2026-07-17 15:42,SPY,SPY260720P00746000,0,0.203,VETO,,up,0.4014
2026-07-17 15:42,DRAM,DRAM260717P00056000,0,0.197,VETO,,down,-0.5709
2026-07-17 15:42,SNDK,SNDK260717P01355000,0,0.197,VETO,,down,-0.9612
2026-07-17 15:42,SNXX,SNXX260717P00015000,0,0.072,VETO,,down,-0.9083
2026-07-17 15:42,XLV,XLV260821C00170000,0,0.162,VETO,,vertical,-0.467
2026-07-17 15:42,IREN,IREN260918C00060000,0,0.197,VETO,,vertical,0.0136
2026-07-17 15:42,ASTS,ASTS260724C00060000,0,0.197,VETO,,up,0.3246
2026-07-17 15:42,SOXL,SOXL260717C00135000,0,0.197,VETO,,up,0.9021
2026-07-17 15:42,CRDO,CRDO260731C00260000,0,0.197,VETO,,up,0.2357
2026-07-17 15:52,TQQQ,TQQQ260724P00062000,0,0.078,VETO,,vertical,0.0225
2026-07-17 15:52,RSP,RSP260807C00215000,0,0.078,VETO,,vertical,-0.1583
2026-07-17 15:52,IRM,IRM260821P00115000,0,0.072,VETO,,vertical,-0.3734
2026-07-17 15:52,SPY,SPY260723P00720000,0,0.203,VETO,,up,0.2951
2026-07-17 15:52,MO,MO260724P00074000,0,0.072,VETO,,vertical,-0.0389
2026-07-17 15:52,ADBE,ADBE260717C00232500,0,0.203,VETO,,up,0.5185
2026-07-17 15:52,PLTR,PLTR260731P00120000,0,0.197,VETO,,vertical,-0.1667
2026-07-17 15:52,FXI,FXI260821P00036000,0,0.047,VETO,,vertical,-0.1031
2026-07-17 15:52,XLE,XLE260724C00058000,0,0.072,VETO,,up,0.283
2026-07-17 15:52,EMN,EMN260821C00075000,0,0.027,VETO,,vertical,-0.2967
2026-07-17 15:52,GDX,GDX260821C00079000,0,0.176,VETO,,vertical,-0.0604
2026-07-17 15:52,CRCL,CRCL260821C00100000,0,0.078,VETO,,vertical,-0.0556
2026-07-17 16:02,SQQQ,SQQQ260717C00039500,0,0.197,VETO,,vertical,0.0172
2026-07-17 16:02,SQQQ,SQQQ260724C00044000,0,0.197,VETO,,up,0.3108
2026-07-17 16:02,QQQ,QQQ260717P00699000,0,0.295,VETO,,down,-0.5735
2026-07-17 16:02,USO,USO260717C00121000,0,0.176,VETO,,up,0.2233
2026-07-17 16:02,AMZN,AMZN260722C00250000,0,0.197,VETO,,vertical,-0.2522
2026-07-17 16:02,INTC,INTC260717C00095000,0,0.203,VETO,,up,0.6259
2026-07-17 16:02,SPCX,SPCX260717P00127000,0,0.295,VETO,,down,-0.583
2026-07-17 16:02,LUV,LUV260821P00050000,0,0.02,VETO,,vertical,-0.0053
2026-07-17 16:02,TNA,TNA260717P00070500,0,0.06,VETO,,down,-0.7368
2026-07-17 16:02,SOXL,SOXL260717C00140000,0,0.197,VETO,,up,0.2875
2026-07-17 16:11,NFLX,NFLX260814P00066000,1,0.203,VETO,,down,-0.5856
2026-07-17 16:11,NFLX,NFLX260724P00070000,0,0.295,VETO,,vertical,-0.1168
2026-07-17 16:11,SOFI,SOFI260821C00018000,0,0.162,VETO,,vertical,-0.0302
2026-07-17 16:11,COF,COF260724P00205000,0,0.06,VETO,,vertical,0.0333
2026-07-17 16:11,TSLA,TSLA260717C00380000,0,0.197,VETO,,down,-0.6951
2026-07-17 16:11,INTC,INTC260717C00092500,0,0.203,VETO,,up,0.3014
2026-07-17 16:11,SNOW,SNOW260724P00250000,0,0.078,VETO,,vertical,-0.3588
2026-07-17 16:11,XLK,XLK260724C00180000,0,0.162,VETO,,vertical,-0.2801
2026-07-17 16:11,CRCL,CRCL260724P00060000,0,0.078,VETO,,vertical,0.0398
2026-07-17 16:11,XLC,XLC260918C00111000,0,0.027,VETO,,vertical,-0.0194
2026-07-17 16:11,INFQ,INFQ260821C00010000,0,0.02,VETO,,vertical,-0.195
2026-07-17 16:11,SLV,SLV260918C00054000,0,0.162,VETO,,vertical,-0.042
2026-07-17 16:22,SILJ,SILJ260814P00023000,1,0.02,VETO,,down,-0.64
2026-07-17 16:22,FRMI,FRMI260918C00007000,0,0.072,VETO,,vertical,-0.1696
2026-07-17 16:22,BE,BE260724P00148000,0,0.197,VETO,,vertical,0.0331
2026-07-17 16:22,DHR,DHR260724P00192500,0,0.027,VETO,,down,-0.9043
2026-07-17 16:22,SILJ,SILJ260821P00024000,0,0.027,VETO,,vertical,-0.0976
2026-07-17 16:22,NVCT,NVCT270115C00035000,0,0.0,VETO,,down,-0.7771
2026-07-17 16:22,XLI,XLI260821C00195000,0,0.078,VETO,,vertical,-0.7857
2026-07-17 16:22,NTLA,NTLA270115C00012500,0,0.008,VETO,,vertical,-0.1857
2026-07-17 16:31,BMY,BMY260814C00064000,1,0.02,VETO,,down,-0.8179
2026-07-17 16:31,BAC,BAC260918C00060000,0,0.078,VETO,,vertical,-0.1164
2026-07-17 16:31,SNXX,SNXX260821P00010000,0,0.072,VETO,,vertical,0.0435
2026-07-17 16:31,BMY,BMY260918C00067500,0,0.02,VETO,,vertical,-0.2342
2026-07-17 16:31,QQQ,QQQ260717C00700000,0,0.295,VETO,,up,0.5604
2026-07-17 16:31,JPM,JPM260918P00290000,0,0.197,VETO,,vertical,-0.1886
2026-07-17 16:31,XLK,XLK260724C00181000,0,0.162,VETO,,vertical,-0.4167
2026-07-17 16:31,BB,BB260828C00008500,0,0.02,VETO,,vertical,-0.1192
2026-07-17 16:31,XYZ,XYZ260731C00082000,0,0.02,VETO,,vertical,-0.1062
2026-07-17 16:31,ORCL,ORCL260724P00125000,0,0.295,VETO,,vertical,0.0754
2026-07-17 16:31,SHAZ,SHAZ260821P00050000,0,0.02,VETO,,vertical,-0.403
2026-07-17 16:31,MSTR,MSTR260731P00075000,0,0.162,VETO,,vertical,-0.2717
2026-07-17 16:31,KR,KR261016C00065000,0,0.027,VETO,,vertical,-0.0748
2026-07-17 16:31,ASTS,ASTS260724P00048000,0,0.197,VETO,,down,-0.7317
2026-07-17 16:31,MSTR,MSTR260724C00096000,0,0.162,VETO,,vertical,0.0127
2026-07-17 16:31,ENR,ENR260821C00020000,0,0.008,VETO,,vertical,-0.2469
2026-07-17 16:31,CSIQ,CSIQ261016C00016000,0,0.008,VETO,,vertical,-0.178
2026-07-17 16:31,RKLB,RKLB260807C00080000,0,0.197,VETO,,vertical,-0.3412
2026-07-17 16:31,DXC,DXC260821C00010000,0,0.008,VETO,,vertical,-0.2786
2026-07-17 16:31,ORCL,ORCL270319C00125000,0,0.295,VETO,,vertical,-0.0456
2026-07-17 16:41,KO,KO260814C00085000,1,0.072,VETO,,down,-0.6399
