date,ticker,occ,engine_took,student_p,student_says,reason,outcome,net_return
2026-07-27 15:43,CRCL,CRCL260821C00100000,0,0.408,VETO,,up,0.2778
2026-07-27 15:43,UAL,UAL260918C00145000,0,0.267,VETO,,vertical,-0.598
2026-07-27 15:43,XLP,XLP260731P00086000,0,0.267,VETO,,down,-1.0505
2026-07-27 15:52,FOXA,FOXA270115C00065000,0,0.173,VETO,,down,-0.8183
2026-07-27 15:52,ET,ET270115C00017000,0,0.115,VETO,,down,-1.0234
2026-07-27 15:52,CAT,CAT260821C01060000,0,0.267,VETO,,down,-1.1125
2026-07-27 15:52,TLT,TLT260807C00084000,0,0.252,VETO,,up,0.4605
2026-07-27 15:52,SMH,SMH260729C00572500,0,0.267,VETO,,down,-1.1256
2026-07-27 15:52,IWM,IWM260807P00281000,0,0.444,VETO,,down,-0.6465
2026-07-27 15:52,BABA,BABA260807P00105000,0,0.426,VETO,,down,-0.6118
2026-07-27 15:52,IBIT,IBIT260821P00033000,0,0.267,VETO,,up,0.3286
2026-07-27 15:52,RIG,RIG260918P00005500,0,0.267,VETO,,up,0.2636
2026-07-27 15:52,NFLX,NFLX260731C00070000,0,0.408,VETO,,up,0.7114
2026-07-27 15:52,CRWV,CRWV260918C00100000,0,0.343,VETO,,up,0.3476
2026-07-27 15:52,GLW,GLW260807C00180000,0,0.267,VETO,,down,-0.9854
2026-07-27 15:52,FUTU,FUTU260731P00100000,0,0.161,VETO,,down,-1.1584
2026-07-27 15:52,SMCI,SMCI260821C00032000,0,0.232,VETO,,down,-0.5537
2026-07-27 15:52,TOST,TOST261218C00035000,0,0.267,VETO,,up,0.3031
2026-07-27 15:52,BRUN,BRUN260807P00020000,0,0.123,VETO,,down,-0.66
2026-07-27 15:52,INSM,INSM261120C00115000,0,0.161,VETO,,vertical,-0.5323
2026-07-27 16:04,V,V260821P00345000,0,0.267,VETO,,down,-1.0602
2026-07-27 16:04,FRMI,FRMI260918P00007000,0,0.161,VETO,,down,-0.6033
2026-07-27 16:04,PBR,PBR261218P00017000,0,0.161,VETO,,down,-0.6367
2026-07-27 16:04,FCEL,FCEL260731P00022000,0,0.252,VETO,,up,0.3096
2026-07-27 16:04,PBF,PBF260821C00065000,0,0.425,VETO,,up,0.7842
2026-07-27 16:04,XPEV,XPEV260828C00012500,0,0.115,VETO,,down,-0.7398
2026-07-27 16:04,FLNC,FLNC261120C00020000,0,0.09,VETO,,down,-0.9333
2026-07-27 16:04,DIA,DIA260731C00521000,0,0.425,VETO,,up,0.8736
2026-07-27 16:04,XOP,XOP260731P00165000,0,0.267,VETO,,down,-1.1714
2026-07-27 16:04,TDOC,TDOC260821C00010000,0,0.027,VETO,,down,-1.0556
2026-07-27 16:04,SOXL,SOXL260731C00150000,0,0.345,VETO,,up,0.485
2026-07-27 16:04,CIFR,CIFR260918C00045000,0,0.343,VETO,,down,-0.8659
2026-07-27 16:04,BABA,BABA260807C00115000,0,0.426,VETO,,up,0.3493
2026-07-27 16:04,GAP,GAP261218C00021000,0,0.09,VETO,,down,-0.6517
2026-07-27 16:04,STLD,STLD260918C00280000,0,0.252,VETO,,up,0.2841
2026-07-27 16:11,OMER,OMER260821C00010000,0,0.01,VETO,,down,-0.7595
2026-07-27 16:11,EWZ,EWZ260918P00032000,0,0.173,VETO,,down,-1.2059
2026-07-27 16:11,EUV,EUV261218C00040000,0,0.09,VETO,,down,-1.1111
2026-07-27 16:11,LMND,LMND260807P00055000,0,0.173,VETO,,down,-1.0909
2026-07-27 16:11,FLUT,FLUT260821C00120000,0,0.184,VETO,,down,-0.5596
2026-07-27 16:11,TME,TME270115C00009000,0,0.09,VETO,,down,-0.9344
2026-07-27 16:11,PPG,PPG260821C00125000,0,0.345,VETO,,up,0.5743
2026-07-27 16:11,IREN,IREN260731C00037000,0,0.444,VETO,,down,-0.5528
2026-07-27 16:22,NVDA,NVDA260821C00215000,0,0.425,VETO,,down,-0.5215
2026-07-27 16:22,NVDA,NVDA260727P00197500,0,0.425,VETO,,up,0.4211
2026-07-27 16:22,PLTR,PLTR260807C00160000,0,0.426,VETO,,down,-0.5882
2026-07-27 16:22,IBIT,IBIT261016C00038000,0,0.267,VETO,,vertical,-0.2925
2026-07-27 16:22,CDE,CDE261120C00020000,0,0.161,VETO,,down,-1.0217
2026-07-27 16:33,FRMI,FRMI261016C00010000,0,0.161,VETO,,down,-0.7091
2026-07-27 16:33,BMBL,BMBL280121C00003000,0,0.01,VETO,,vertical,-0.1611
2026-07-27 16:33,BA,BA260821C00235000,0,0.267,VETO,,down,-0.7366
2026-07-27 16:33,ADBE,ADBE260731P00225000,0,0.345,VETO,,down,-1.0468
2026-07-27 16:33,BNO,BNO260821C00050000,0,0.345,VETO,,down,-0.5515
2026-07-27 16:33,CRWV,CRWV260821C00105000,0,0.343,VETO,,down,-0.6963
2026-07-27 16:33,REPL,REPL260807P00008000,0,0.09,VETO,,down,-0.6089
2026-07-27 16:33,GDX,GDX260918C00082000,0,0.408,VETO,,vertical,-0.3614
2026-07-27 16:33,MSTR,MSTR260731C00112000,0,0.408,VETO,,down,-0.9333
2026-07-27 16:33,CVI,CVI260821C00035000,0,0.161,VETO,,down,-0.7043
2026-07-27 16:33,PRDO,PRDO260821C00035000,0,0.09,VETO,,down,-1.1
2026-07-27 16:42,AMD,AMD260727C00487500,0,0.408,VETO,,down,-0.7972
2026-07-27 16:42,USO,USO260731C00134000,0,0.411,VETO,,down,-0.8793
2026-07-27 16:42,JNJ,JNJ260821P00257500,0,0.345,VETO,,up,0.3738
2026-07-27 16:42,NOW,NOW260814P00100000,0,0.408,VETO,,down,-0.5169
2026-07-27 16:42,CCL,CCL260731C00027000,0,0.184,VETO,,down,-1.0584
2026-07-27 16:42,IBIT,IBIT260918C00037000,0,0.267,VETO,,vertical,-0.3652
2026-07-27 16:42,NOW,NOW260814P00099000,0,0.408,VETO,,down,-0.7357
2026-07-27 16:42,ERO,ERO260821P00025000,0,0.09,VETO,,down,-0.57
2026-07-27 16:42,SLV,SLV260918C00059500,0,0.267,VETO,,down,-0.9253
2026-07-27 16:42,SOFI,SOFI261016C00019000,0,0.252,VETO,,down,-0.7464
2026-07-27 16:42,EUV,EUV261218C00025000,0,0.09,VETO,,down,-0.7108
2026-07-27 16:52,SHOP,SHOP260821C00155000,0,0.425,VETO,,up,0.4014
2026-07-27 16:52,IWM,IWM260729C00295000,0,0.444,VETO,,down,-0.5377
2026-07-27 16:52,AAPL,AAPL260729C00345000,0,0.411,VETO,,down,-0.6522
2026-07-27 16:52,GLW,GLW260814C00167500,0,0.267,VETO,,down,-1.0448
2026-07-27 16:52,NVDA,NVDA260731P00192500,0,0.425,VETO,,up,0.3234
2026-07-27 16:52,KLAC,KLAC260821C00280000,0,0.267,VETO,,down,-0.7526
2026-07-27 16:52,XLI,XLI260918C00190000,0,0.252,VETO,,down,-0.5227
2026-07-27 16:52,GLW,GLW260821C00170000,0,0.267,VETO,,down,-0.9
2026-07-27 16:52,SQQQ,SQQQ260807P00045000,0,0.408,VETO,,down,-0.5225
2026-07-27 16:52,TQQQ,TQQQ260731C00063000,0,0.267,VETO,,down,-0.5472
2026-07-27 17:02,TRMB,TRMB260918C00060000,0,0.184,VETO,,up,0.05
2026-07-27 17:02,BE,BE260918C00510000,0,0.408,VETO,,down,-0.7604
2026-07-27 17:02,FRO,FRO260918C00043000,0,0.161,VETO,,down,-0.9867
2026-07-27 17:02,SPY,SPY260731P00715000,0,0.425,VETO,,down,-0.5462
2026-07-27 17:02,SPCX,SPCX260807P00090000,0,0.426,VETO,,down,-0.5387
2026-07-27 17:02,IWM,IWM260810P00281000,0,0.444,VETO,,up,0.2899
2026-07-27 17:02,FRMI,FRMI260918C00007000,0,0.161,VETO,,down,-0.603
2026-07-27 17:02,IGV,IGV260731P00092000,0,0.267,VETO,,down,-0.7154
2026-07-27 17:02,SEI,SEI260821P00047500,0,0.267,VETO,,up,0.3459
2026-07-27 17:02,GLD,GLD260803C00376000,0,0.425,VETO,,down,-0.581
2026-07-27 17:02,MARA,MARA260731C00011500,0,0.252,VETO,,down,-0.6071
2026-07-27 17:02,TSLA,TSLA261120P00260000,0,0.425,VETO,,vertical,-0.1622
2026-07-27 17:13,IWM,IWM260807P00280000,0,0.444,VETO,,down,-0.536
2026-07-27 17:13,ASHR,ASHR270115C00035000,0,0.184,VETO,,vertical,-0.2187
2026-07-27 17:13,SPCX,SPCX260731C00115000,0,0.426,VETO,,up,0.3727
2026-07-27 17:13,QQQ,QQQ260727P00676000,0,0.425,VETO,,down,-0.8037
2026-07-27 17:13,BX,BX260731P00130000,0,0.267,VETO,,down,-0.99
2026-07-27 17:13,SPY,SPY260728P00736000,0,0.425,VETO,,down,-0.581
2026-07-27 17:13,PAYX,PAYX260918C00120000,0,0.345,VETO,,up,0.2875
2026-07-27 17:13,TEAM,TEAM260821P00080000,0,0.232,VETO,,down,-0.5531
2026-07-27 17:13,IBIT,IBIT260821P00033500,0,0.267,VETO,,up,0.4487
2026-07-27 17:13,SOXS,SOXS260731C00067000,0,0.333,VETO,,down,-0.5647
2026-07-27 17:13,GLD,GLD260805P00369000,0,0.425,VETO,,up,0.354
2026-07-27 17:13,BABA,BABA260731C00114000,0,0.426,VETO,,up,0.4105
2026-07-27 17:22,IWM,IWM261016P00265000,0,0.444,VETO,,vertical,-0.2273
2026-07-27 17:22,AMD,AMD260727C00480000,0,0.408,VETO,,up,0.3985
2026-07-27 17:22,IWM,IWM260821P00280000,0,0.444,VETO,,vertical,-0.4296
2026-07-27 17:22,CRM,CRM260821P00160000,0,0.343,VETO,,down,-1.0192
2026-07-27 17:22,SPY,SPY260727P00736000,0,0.425,VETO,,down,-0.7407
2026-07-27 17:22,GOOGL,GOOGL260727C00327500,0,0.425,VETO,,down,-0.6023
2026-07-27 17:22,IWM,IWM260810P00280000,0,0.444,VETO,,down,-1.0155
2026-07-27 17:22,IBIT,IBIT260831C00037000,0,0.267,VETO,,down,-0.8481
2026-07-27 17:22,PLTR,PLTR260731C00136000,0,0.426,VETO,,down,-0.9158
2026-07-27 17:22,ACN,ACN260821P00140000,0,0.252,VETO,,down,-0.6686
2026-07-27 17:22,BLSH,BLSH260918C00035000,0,0.09,VETO,,down,-1.093
2026-07-27 17:32,GM,GM260821C00085000,0,0.343,VETO,,up,0.3463
2026-07-27 17:32,USB,USB261016C00065000,0,0.161,VETO,,down,-0.8578
2026-07-27 17:32,INTC,INTC270115C00190000,0,0.425,VETO,,down,-0.5671
2026-07-27 17:32,SLV,SLV260821P00045000,0,0.267,VETO,,up,0.2576
2026-07-27 17:32,JCI,JCI260918P00125000,0,0.252,VETO,,down,-1.0882
