date,week,ticker,occ,engine_took,decision,reason,outcome,realized_return,net_return,weight
2026-07-13 13:52,2026-W29,TLT,TLT260717P00085000,0,skip,,up,0.3023,0.2907,0.1863
2026-07-13 13:52,2026-W29,QQQ,QQQ261231C00740000,0,skip,,vertical,-0.2564,-0.2691,0.0215
2026-07-13 14:02,2026-W29,OXY,OXY260814C00056000,1,skip,,down,-0.6245,-0.7738,0.9209
2026-07-13 14:02,2026-W29,ORCL,ORCL261218C00250000,0,skip,,vertical,-0.3468,-0.3658,0.0369
2026-07-13 14:02,2026-W29,SPCX,SPCX260717P00138000,0,skip,,up,0.3088,0.2941,0.1271
2026-07-13 14:02,2026-W29,QQQ,QQQ260713C00714000,0,skip,,up,0.3256,0.3198,0.1462
2026-07-13 14:02,2026-W29,NOW,NOW260821P00075000,0,skip,,down,-0.5135,-0.6284,0.4473
2026-07-13 14:02,2026-W29,OXY,OXY260731C00055000,0,skip,,up,0.4194,0.371,0.5
2026-07-13 14:02,2026-W29,META,META260717P00620000,0,skip,,down,-0.5219,-0.5614,0.0644
2026-07-13 14:02,2026-W29,CHTR,CHTR260918P00095000,0,skip,,down,-0.7818,-0.85,0.6956
2026-07-13 14:02,2026-W29,IONQ,IONQ260821C00070000,0,skip,,down,-0.5932,-0.661,0.8316
2026-07-13 14:02,2026-W29,XLP,XLP260717C00085000,0,skip,,down,-0.5465,-0.5756,1.0
2026-07-13 14:02,2026-W29,HPQ,HPQ260717P00025000,0,skip,,down,-0.9691,-0.9948,1.0
2026-07-13 14:02,2026-W29,ADEA,ADEA260717C00030000,0,skip,,down,-0.5375,-0.6625,1.0
2026-07-13 14:02,2026-W29,HIMS,HIMS260717C00035000,0,skip,,down,-1.0,-1.0678,0.2351
2026-07-13 14:02,2026-W29,XBI,XBI260918C00175000,0,skip,,down,-0.7265,-0.8235,0.1332
2026-07-13 14:02,2026-W29,OKLO,OKLO260821C00080000,0,skip,,down,-0.6333,-0.7083,0.4646
2026-07-13 14:12,2026-W29,BNO,BNO260814C00045000,1,skip,,up,0.4799,0.0748,0.5008
2026-07-13 14:12,2026-W29,DRAM,DRAM260918C00090000,0,skip,,down,-0.5982,-0.6187,0.0556
2026-07-13 14:12,2026-W29,PLTR,PLTR260731C00135000,0,TAKE,dark_pool.n_prints:HIGH & fundamentals.market_cap:HIGH & macro_context.execution_hour:LOW,up,0.4229,0.3943,0.1251
2026-07-13 14:12,2026-W29,BNO,BNO260821C00055000,0,skip,,up,0.475,0.3812,0.5
2026-07-13 14:12,2026-W29,QQQ,QQQ260713C00715000,0,skip,,up,0.4462,0.4385,0.1349
2026-07-13 14:12,2026-W29,SPY,SPY260721P00749000,0,skip,,up,0.4062,0.4031,0.0537
2026-07-13 14:12,2026-W29,URA,URA260918C00050000,0,skip,,down,-0.5923,-0.6308,0.6794
2026-07-13 14:12,2026-W29,DELL,DELL260717C00470000,0,skip,,up,0.6462,0.5582,0.1919
2026-07-13 14:12,2026-W29,CVS,CVS260821P00095000,0,skip,,vertical,-0.3724,-0.4345,0.2928
2026-07-13 14:12,2026-W29,DRAM,DRAM260717C00060000,0,skip,,up,0.5459,0.5324,0.0827
2026-07-13 14:12,2026-W29,GLD,GLD260717P00365000,0,skip,,up,0.3704,0.3278,0.1977
2026-07-13 14:12,2026-W29,GLD,GLD260731P00355000,0,skip,,up,0.301,0.2692,0.1711
2026-07-13 14:12,2026-W29,BABA,BABA260717P00112000,0,skip,,down,-0.895,-0.9175,0.0593
2026-07-13 14:12,2026-W29,BABA,BABA260717P00113000,0,skip,,down,-0.8675,-0.8875,0.0593
2026-07-13 14:12,2026-W29,GLD,GLD260717P00366000,0,skip,,up,0.3246,0.2721,0.1977
2026-07-13 14:22,2026-W29,UPST,UPST260814P00031000,1,skip,,up,0.3067,0.0748,0.2165
2026-07-13 14:22,2026-W29,INTU,INTU260918P00200000,0,skip,,down,-0.8424,-0.9409,0.1441
2026-07-13 14:22,2026-W29,IWM,IWM260713P00295000,0,skip,,down,-0.5592,-0.5724,0.5
2026-07-13 14:22,2026-W29,SPCX,SPCX260724C00150000,0,skip,,down,-0.5844,-0.6,0.0483
2026-07-13 14:22,2026-W29,IWM,IWM260714C00295000,0,skip,,down,-0.5917,-0.6,0.3223
2026-07-13 14:22,2026-W29,SPCX,SPCX260717C00141000,0,skip,,up,0.3,0.2868,0.0638
2026-07-13 14:22,2026-W29,UPST,UPST260918P00030000,0,skip,,vertical,0.1855,0.1638,0.2256
2026-07-13 14:22,2026-W29,TRIP,TRIP260821C00015000,0,skip,,vertical,-0.0667,-0.1143,0.8706
2026-07-13 14:22,2026-W29,CART,CART260717P00049000,0,skip,,down,-0.9407,-0.9778,0.2238
2026-07-13 14:22,2026-W29,CVNA,CVNA260821C00098000,0,skip,,down,-0.527,-0.6554,0.7849
2026-07-13 14:22,2026-W29,ALAB,ALAB260724C00500000,0,skip,,down,-0.5319,-0.6383,1.0
2026-07-13 14:22,2026-W29,DIA,DIA260717C00527000,0,skip,,down,-0.5911,-0.6115,0.2074
2026-07-13 14:22,2026-W29,UNG,UNG270115C00009000,0,skip,,vertical,0.0128,-0.0043,0.6443
2026-07-13 14:22,2026-W29,XBI,XBI260724C00167000,0,skip,,down,-0.5556,-0.7064,0.2
2026-07-13 14:22,2026-W29,EWY,EWY260717C00185000,0,skip,,down,-0.56,-0.6475,0.0802
2026-07-13 14:22,2026-W29,HAL,HAL260918P00030000,0,skip,,down,-0.7679,-0.8036,1.0
2026-07-13 14:22,2026-W29,DOW,DOW260918P00025000,0,skip,,down,-0.5556,-0.6032,0.2438
2026-07-13 14:22,2026-W29,EGO,EGO270115C00034000,0,skip,,down,-0.6135,-0.7486,0.8479
2026-07-13 14:22,2026-W29,HYG,HYG260918P00080000,0,skip,,down,-0.5041,-0.6116,0.372
2026-07-13 14:22,2026-W29,CPNG,CPNG270115C00025000,0,skip,,down,-1.0,-1.0114,0.6116
2026-07-13 14:32,2026-W29,RGTI,RGTI260814C00016500,1,skip,,down,-0.6631,-0.9192,0.1577
2026-07-13 14:32,2026-W29,NVO,NVO260821C00050000,0,skip,,up,0.3166,0.2992,0.4569
2026-07-13 14:32,2026-W29,MP,MP260918C00060000,0,skip,,down,-0.5061,-0.5515,1.0
2026-07-13 14:32,2026-W29,DRAM,DRAM260724C00060000,0,skip,,up,0.3472,0.3403,0.0779
2026-07-13 14:32,2026-W29,ORCL,ORCL260731C00147000,0,skip,,down,-0.5028,-0.5236,0.0606
2026-07-13 14:32,2026-W29,QQQ,QQQ260713C00718000,0,skip,,down,-0.5673,-0.5789,0.0736
2026-07-13 14:32,2026-W29,HOOD,HOOD260717C00115000,0,skip,,down,-0.5157,-0.5433,0.2147
2026-07-13 14:32,2026-W29,RGTI,RGTI260821C00017000,0,skip,,down,-0.575,-0.5812,0.1577
2026-07-13 14:32,2026-W29,EWJ,EWJ260918P00085000,0,skip,,down,-0.5032,-0.6323,1.0
2026-07-13 14:32,2026-W29,LUNR,LUNR260918C00020000,0,skip,,down,-0.5263,-0.5468,0.2987
2026-07-13 14:32,2026-W29,BROS,BROS260717C00065000,0,skip,,down,-0.7417,-0.7972,1.0
2026-07-13 14:32,2026-W29,ASTS,ASTS260717C00083000,0,skip,,down,-0.5111,-0.6222,0.3551
2026-07-13 14:32,2026-W29,BIDU,BIDU260731C00123000,0,skip,,down,-0.6875,-0.7188,0.4227
2026-07-13 14:42,2026-W29,XLE,XLE260814P00054000,1,skip,,down,-0.6611,-0.7886,0.3333
2026-07-13 14:42,2026-W29,CORZ,CORZ260821C00026000,0,skip,,down,-0.5,-0.5222,0.3999
2026-07-13 14:42,2026-W29,SPY,SPY260717P00733000,0,skip,,up,0.4808,0.4615,0.047
2026-07-13 14:42,2026-W29,C,C260717P00136000,0,skip,,down,-0.871,-0.9059,0.2766
2026-07-13 14:42,2026-W29,AAPL,AAPL260814C00340000,0,skip,,up,0.5531,0.5219,0.0868
2026-07-13 14:42,2026-W29,EQNR,EQNR260821C00040000,0,skip,,down,-1.0,-1.1,0.5477
2026-07-13 14:42,2026-W29,CRWD,CRWD260731C00205000,0,skip,,down,-0.7333,-0.8097,0.2075
2026-07-13 14:42,2026-W29,MRK,MRK260731C00125000,0,skip,,up,0.4918,0.4406,0.3272
2026-07-13 14:42,2026-W29,COP,COP260724C00114000,0,skip,,down,-0.5222,-0.5806,0.3819
2026-07-13 14:42,2026-W29,XLE,XLE260918P00057500,0,skip,,vertical,-0.2376,-0.2411,0.0885
2026-07-13 14:42,2026-W29,MSTR,MSTR260717P00092000,0,skip,,down,-0.8963,-0.9395,0.1351
2026-07-13 14:42,2026-W29,MU,MU260717P00880000,0,skip,,down,-0.7185,-0.7326,0.0255
2026-07-13 14:52,2026-W29,JBLU,JBLU260814P00005500,1,skip,,down,-0.95,-1.0643,0.5
2026-07-13 14:52,2026-W29,MSFT,MSFT260713C00385000,0,skip,,up,0.4581,0.4419,0.1667
2026-07-13 14:52,2026-W29,QQQ,QQQ260714P00716000,0,skip,,up,0.4888,0.4818,0.0575
2026-07-13 14:52,2026-W29,UAL,UAL261016P00097500,0,skip,,vertical,0.0972,0.0417,0.2888
2026-07-13 14:52,2026-W29,INTC,INTC260821C00155000,0,skip,,down,-0.5024,-0.5237,0.3882
2026-07-13 14:52,2026-W29,XLE,XLE260821P00052000,0,skip,,down,-0.5238,-0.5714,0.0892
2026-07-13 14:52,2026-W29,QQQ,QQQ260713C00716000,0,skip,,down,-0.549,-0.5549,0.0588
2026-07-13 14:52,2026-W29,SPY,SPY260714P00753000,0,skip,,up,0.4377,0.4324,0.0452
2026-07-13 14:52,2026-W29,JBLU,JBLU260918P00006000,0,skip,,down,-0.557,-0.5886,0.8398
2026-07-13 14:52,2026-W29,MSFT,MSFT260713C00390000,0,skip,,up,0.3333,0.3009,0.1798
2026-07-13 14:52,2026-W29,SPY,SPY260713P00752000,0,skip,,up,1.165,1.1602,0.0452
2026-07-13 14:52,2026-W29,CSX,CSX260918C00047500,0,skip,,vertical,0.1405,0.127,1.0
2026-07-13 14:52,2026-W29,TLT,TLT261016P00086000,0,skip,,vertical,-0.083,-0.0865,0.0411
2026-07-13 14:52,2026-W29,PLTR,PLTR260717C00130000,0,TAKE,dark_pool.n_prints:HIGH & fundamentals.market_cap:HIGH & macro_context.execution_hour:LOW,up,0.3586,0.3506,0.1928
2026-07-13 14:52,2026-W29,GLD,GLD260722C00375000,0,skip,,up,0.5258,0.5097,0.0741
2026-07-13 14:52,2026-W29,NTR,NTR260717C00069000,0,skip,,down,-0.5286,-0.7429,1.0
2026-07-13 14:52,2026-W29,VEEV,VEEV260918P00160000,0,skip,,down,-0.5702,-0.6447,1.0
2026-07-13 14:52,2026-W29,DOW,DOW260918P00030000,0,skip,,vertical,-0.0535,-0.0638,0.2473
2026-07-13 15:01,2026-W29,FISV,FISV260814P00050000,1,skip,,down,-0.8776,-1.018,0.4667
2026-07-13 15:01,2026-W29,FISV,FISV260814P00048000,0,skip,,down,-0.773,-0.8541,0.7481
2026-07-13 15:01,2026-W29,QQQ,QQQ260717C00730000,0,skip,,down,-0.5926,-0.5988,0.0265
2026-07-13 15:01,2026-W29,ETHA,ETHA261016P00013000,0,skip,,vertical,-0.2377,-0.2541,0.3446
2026-07-13 15:01,2026-W29,NOK,NOK281215C00020000,0,skip,,vertical,-0.2944,-0.3083,0.1516
2026-07-13 15:01,2026-W29,BIOA,BIOA260821P00020000,0,skip,,down,-0.505,-0.755,1.0
2026-07-13 15:01,2026-W29,NFLX,NFLX260918C00085000,0,TAKE,dark_pool.n_prints:HIGH & fundamentals.market_cap:HIGH & macro_context.execution_hour:LOW,down,-0.9515,-0.9851,0.0637
2026-07-13 15:01,2026-W29,CVS,CVS260918P00097500,0,skip,,down,-0.5298,-0.5526,0.5
2026-07-13 15:01,2026-W29,QQQ,QQQ260713C00721000,0,skip,,down,-0.5439,-0.5702,0.0568
2026-07-13 15:01,2026-W29,TQQQ,TQQQ260717C00074000,0,skip,,down,-0.5075,-0.5263,0.1777
2026-07-13 15:01,2026-W29,BUG,BUG270319P00030000,0,skip,,down,-0.7029,-0.9314,0.9085
2026-07-13 15:01,2026-W29,AMZN,AMZN260717C00257500,0,skip,,down,-0.5439,-0.5614,0.1349
2026-07-13 15:01,2026-W29,IREN,IREN260918C00060000,0,skip,,down,-0.5175,-0.5254,0.0448
2026-07-13 15:01,2026-W29,JD,JD260717C00028000,0,skip,,up,0.3615,0.2962,0.7094
2026-07-13 15:01,2026-W29,ASTS,ASTS260717P00070000,0,skip,,up,0.371,0.3468,0.3007
2026-07-13 15:01,2026-W29,DRAM,DRAM260821C00075000,0,skip,,down,-0.5098,-0.5333,0.0538
2026-07-13 15:01,2026-W29,BITX,BITX260724C00012000,0,skip,,down,-0.5208,-0.5833,1.0
2026-07-13 15:01,2026-W29,SM,SM260821C00032500,0,skip,,down,-0.9417,-1.0042,0.9754
2026-07-13 15:01,2026-W29,SM,SM260717C00030000,0,skip,,up,0.4,0.3091,0.5
2026-07-13 15:01,2026-W29,TEAM,TEAM280121P00105000,0,skip,,vertical,-0.0302,-0.0601,0.4087
2026-07-13 15:12,2026-W29,ARKG,ARKG260814P00039500,1,skip,,down,-0.5083,-0.6816,0.5024
2026-07-13 15:12,2026-W29,TLT,TLT260731C00084000,0,skip,,up,0.314,0.3081,0.0412
2026-07-13 15:12,2026-W29,QQQ,QQQ260721P00682000,0,skip,,up,0.3483,0.3349,0.0555
2026-07-13 15:12,2026-W29,AAPL,AAPL260724C00325000,0,skip,,down,-0.5148,-0.5492,0.0851
2026-07-13 15:12,2026-W29,SPY,SPY260717P00739000,0,skip,,up,0.4719,0.4607,0.0417
2026-07-13 15:12,2026-W29,GLD,GLD260724C00390000,0,skip,,up,0.3291,0.2658,0.0727
2026-07-13 15:12,2026-W29,MSFT,MSFT260713C00387500,0,skip,,up,0.425,0.4042,0.1307
2026-07-13 15:12,2026-W29,AAPL,AAPL260717C00320000,0,skip,,down,-0.6492,-0.6656,0.0851
2026-07-13 15:12,2026-W29,MSTR,MSTR260724P00075000,0,skip,,down,-0.878,-0.9329,0.1314
2026-07-13 15:12,2026-W29,ENPH,ENPH260821P00035000,0,skip,,vertical,0.0275,0.0027,0.238
2026-07-13 15:12,2026-W29,IREN,IREN260717P00040000,0,skip,,up,0.4021,0.3866,0.1387
2026-07-13 15:12,2026-W29,PLTR,PLTR260717C00129000,0,TAKE,dark_pool.n_prints:HIGH & fundamentals.market_cap:HIGH & macro_context.execution_hour:LOW,down,-0.675,-0.6906,0.1178
2026-07-13 15:12,2026-W29,IREN,IREN260717P00039000,0,skip,,up,0.3464,0.335,0.1493
2026-07-13 15:12,2026-W29,ARKG,ARKG260717P00041000,0,skip,,down,-0.5048,-0.5524,0.5
2026-07-13 15:12,2026-W29,ILMN,ILMN260717P00185000,0,skip,,down,-0.688,-0.778,1.0
2026-07-13 15:12,2026-W29,NOK,NOK260807P00012500,0,skip,,up,0.3433,0.3358,0.1479
2026-07-13 15:12,2026-W29,PG,PG260724C00155000,0,skip,,down,-0.5484,-0.7742,1.0
2026-07-13 15:12,2026-W29,FISV,FISV260731P00049500,0,skip,,down,-0.5297,-0.6514,0.3333
2026-07-13 15:12,2026-W29,DRAM,DRAM270115C00122000,0,skip,,down,-0.6585,-0.7256,0.0536
2026-07-13 15:21,2026-W29,AAL,AAL260814P00016000,1,skip,,down,-0.75,-0.7885,0.3359
2026-07-13 15:21,2026-W29,MU,MU260717P00780000,0,skip,,down,-1.0,-1.0195,0.0233
2026-07-13 15:21,2026-W29,AAL,AAL260821P00015000,0,skip,,up,0.3148,0.3056,0.3285
2026-07-13 15:21,2026-W29,SPY,SPY260721P00747000,0,skip,,up,0.3515,0.3464,0.0414
2026-07-13 15:21,2026-W29,IBIT,IBIT261120C00039000,0,skip,,vertical,0.0292,0.0271,0.0722
2026-07-13 15:21,2026-W29,SPY,SPY260713P00754000,0,skip,,up,0.7455,0.7364,0.0402
2026-07-13 15:21,2026-W29,SEI,SEI260717C00070000,0,skip,,down,-0.5333,-0.6167,1.0
2026-07-13 15:21,2026-W29,QBTS,QBTS260821P00020000,0,skip,,up,0.3051,0.2983,0.3572
2026-07-13 15:21,2026-W29,COHR,COHR260731P00225000,0,skip,,down,-1.0,-1.1694,0.3498
2026-07-13 15:21,2026-W29,IREN,IREN260821P00030000,0,skip,,up,0.3204,0.3083,0.0678
2026-07-13 15:21,2026-W29,AAOI,AAOI260717C00140000,0,skip,,down,-0.525,-0.65,1.0
2026-07-13 15:21,2026-W29,UPS,UPS260717P00114000,0,skip,,down,-0.5854,-0.622,0.5375
2026-07-13 15:21,2026-W29,XYZ,XYZ260731C00079000,0,skip,,up,0.463,0.4397,0.5
2026-07-13 15:21,2026-W29,SOFI,SOFI261016C00018000,0,skip,,vertical,-0.2519,-0.2556,0.1392
2026-07-13 15:21,2026-W29,BABA,BABA260717C00118000,0,skip,,up,2.1705,2.1534,0.0548
2026-07-13 15:21,2026-W29,TENX,TENX260821C00030000,0,skip,,down,-0.6024,-0.6262,1.0
2026-07-13 15:21,2026-W29,CNC,CNC260724C00070000,0,skip,,down,-0.7979,-0.8549,0.1977
2026-07-13 15:21,2026-W29,IREN,IREN260724P00032000,0,skip,,up,0.338,0.3099,0.1235
2026-07-13 15:21,2026-W29,FIG,FIG270115P00012500,0,skip,,down,-0.7,-0.825,0.2735
2026-07-13 15:31,2026-W29,QUBT,QUBT260814P00008000,1,skip,,down,-0.5474,-0.6615,0.5
2026-07-13 15:31,2026-W29,TLT,TLT260814C00085000,0,skip,,vertical,-0.0169,-0.0254,0.0399
2026-07-13 15:31,2026-W29,NVDA,NVDA260814C00230000,0,skip,,up,0.3297,0.3098,0.0355
2026-07-13 15:31,2026-W29,SPY,SPY260713C00753000,0,skip,,down,-0.5692,-0.5769,0.0423
2026-07-13 15:31,2026-W29,QUBT,QUBT261016P00008000,0,skip,,vertical,-0.0255,-0.0478,0.8907
2026-07-13 15:31,2026-W29,NFLX,NFLX261218C00090000,0,TAKE,dark_pool.n_prints:HIGH & fundamentals.market_cap:HIGH & macro_context.execution_hour:LOW,down,-0.9923,-1.0051,0.0623
2026-07-13 15:31,2026-W29,MRVL,MRVL260717P00185000,0,skip,,up,0.5342,0.4863,0.3314
2026-07-13 15:31,2026-W29,BMNR,BMNR260717C00015000,0,skip,,up,0.3333,0.3021,0.5686
2026-07-13 15:31,2026-W29,CCJ,CCJ260731C00097000,0,skip,,down,-0.5135,-0.6392,0.6189
2026-07-13 15:31,2026-W29,ZS,ZS260821P00110000,0,skip,,down,-0.5076,-0.5606,0.2999
2026-07-13 15:31,2026-W29,CC,CC260724C00018000,0,skip,,up,0.4353,0.4059,1.0
2026-07-13 15:31,2026-W29,XEL,XEL260717P00080000,0,skip,,down,-0.5286,-0.6357,1.0
2026-07-13 15:31,2026-W29,CMG,CMG260731P00037500,0,skip,,up,0.4082,0.3837,0.3937
2026-07-13 15:31,2026-W29,LUNR,LUNR260724C00016000,0,skip,,down,-0.5345,-0.5733,0.2779
2026-07-13 15:31,2026-W29,GDXJ,GDXJ260717P00094000,0,skip,,down,-0.8855,-0.9389,1.0
2026-07-13 15:31,2026-W29,HIMS,HIMS260717C00033000,0,skip,,up,0.4207,0.3967,0.193
2026-07-13 15:31,2026-W29,NVMI,NVMI260717P00400000,0,skip,,down,-0.5163,-0.7255,1.0
2026-07-13 15:42,2026-W29,BBY,BBY260814P00079000,1,skip,,down,-0.5942,-0.7648,0.5
2026-07-13 15:42,2026-W29,QQQ,QQQ260720P00690000,0,skip,,up,0.3657,0.3543,0.0547
2026-07-13 15:42,2026-W29,IREN,IREN260731P00034500,0,skip,,up,0.3394,0.3372,0.0665
2026-07-13 15:42,2026-W29,MRVL,MRVL260724P00175000,0,skip,,up,0.3092,0.2566,0.2674
2026-07-13 15:42,2026-W29,SPY,SPY260721P00743000,0,skip,,up,0.3512,0.3488,0.0384
2026-07-13 15:42,2026-W29,CIFR,CIFR260821P00017000,0,skip,,up,0.3429,0.3143,0.635
2026-07-13 15:42,2026-W29,BBY,BBY260821P00082500,0,skip,,down,-0.8605,-0.8868,0.4657
2026-07-13 15:42,2026-W29,UNH,UNH260717P00390000,0,skip,,up,0.3654,0.3462,0.0926
2026-07-13 15:42,2026-W29,IWM,IWM260717P00295000,0,skip,,up,0.3485,0.339,0.3946
2026-07-13 15:42,2026-W29,IREN,IREN260821P00031000,0,skip,,up,0.3252,0.3008,0.0468
2026-07-13 15:42,2026-W29,NOW,NOW260724P00095000,0,skip,,up,0.8552,0.8069,0.2108
2026-07-13 15:42,2026-W29,GLD,GLD260722C00383000,0,skip,,up,0.3719,0.3141,0.0696
2026-07-13 15:42,2026-W29,TTWO,TTWO260724P00230000,0,skip,,up,0.3116,0.1953,0.3371
2026-07-13 15:42,2026-W29,TCOM,TCOM260821P00040000,0,skip,,down,-0.976,-0.996,1.0
2026-07-13 15:42,2026-W29,ZURA,ZURA261218C00007500,0,skip,,down,-0.8837,-1.2408,1.0
2026-07-13 15:42,2026-W29,MARA,MARA260717C00012500,0,skip,,down,-0.5641,-0.5769,0.7072
2026-07-13 15:42,2026-W29,AAL,AAL260821C00017000,0,skip,,down,-0.5152,-0.5404,0.2565
2026-07-13 15:42,2026-W29,IGV,IGV260724C00097000,0,skip,,down,-0.9714,-0.9952,1.0
2026-07-13 15:42,2026-W29,SHAZ,SHAZ260821C00100000,0,skip,,down,-0.5281,-0.6677,1.0
2026-07-13 15:42,2026-W29,LQDA,LQDA260821C00090000,0,skip,,up,0.3879,0.2288,0.3333
2026-07-13 15:42,2026-W29,VG,VG260821C00012500,0,skip,,vertical,0.1939,0.1788,0.7458
2026-07-13 15:52,2026-W29,FCEL,FCEL260814C00020000,1,skip,,down,-0.5094,-0.6028,0.2547
2026-07-13 15:52,2026-W29,CRWD,CRWD260724P00177500,0,skip,,down,-0.9135,-1.0014,0.1919
2026-07-13 15:52,2026-W29,CCJ,CCJ260724C00095000,0,skip,,down,-0.5236,-0.5778,0.5
2026-07-13 15:52,2026-W29,UNH,UNH260717C00460000,0,skip,,up,0.3242,0.2864,0.1296
2026-07-13 15:52,2026-W29,CNC,CNC260724P00064000,0,skip,,down,-0.7674,-0.8779,0.2112
2026-07-13 15:52,2026-W29,FUTU,FUTU260918C00122450,0,skip,,down,-0.5104,-0.5701,0.6373
2026-07-13 15:52,2026-W29,LULU,LULU260724P00116000,0,skip,,down,-0.6516,-0.7489,0.4949
2026-07-13 15:52,2026-W29,UAL,UAL260724C00125000,0,skip,,down,-0.5576,-0.6737,0.3462
2026-07-13 15:52,2026-W29,FCEL,FCEL260918C00040000,0,skip,,down,-0.504,-0.584,0.2547
2026-07-13 15:52,2026-W29,SHOO,SHOO260821C00045000,0,skip,,down,-0.8222,-1.2296,1.0
2026-07-13 15:52,2026-W29,RGTI,RGTI261218P00015000,0,skip,,vertical,0.0687,0.0612,0.2576
2026-07-13 15:52,2026-W29,CVX,CVX260724C00187500,0,skip,,up,0.3968,0.381,0.5
2026-07-13 15:52,2026-W29,GEHC,GEHC260821P00062500,0,skip,,up,0.57,0.52,1.0
2026-07-13 15:52,2026-W29,DLR,DLR260724P00170000,0,skip,,down,-0.7304,-0.8717,1.0
2026-07-13 15:52,2026-W29,BULL,BULL260821C00007500,0,skip,,vertical,-0.2581,-0.2823,0.3324
2026-07-13 15:52,2026-W29,SIRI,SIRI260821P00031000,0,skip,,vertical,0.0696,0.0443,1.0
2026-07-13 15:52,2026-W29,AMPX,AMPX270115P00012000,0,skip,,vertical,0.0472,0.0056,0.7151
2026-07-13 15:52,2026-W29,BRZE,BRZE260717C00025000,0,skip,,down,-0.9702,-1.066,1.0
2026-07-13 15:52,2026-W29,WULF,WULF260717C00021000,0,skip,,down,-0.5652,-0.5761,0.2471
2026-07-13 15:52,2026-W29,TOI,TOI261120C00006000,0,skip,,down,-0.736,-0.816,1.0
2026-07-13 15:52,2026-W29,EGO,EGO260821C00033000,0,skip,,down,-1.0,-1.04,0.5
2026-07-13 16:02,2026-W29,UPST,UPST260814P00031000,1,skip,,vertical,0.1792,-0.0601,0.221
2026-07-13 16:02,2026-W29,KRE,KRE261016P00070000,0,skip,,vertical,-0.2292,-0.2552,0.1737
2026-07-13 16:02,2026-W29,SQQQ,SQQQ260724C00045000,0,skip,,up,0.3103,0.2414,0.4863
2026-07-13 16:02,2026-W29,QQQ,QQQ260714P00695000,0,skip,,up,0.4048,0.3929,0.0541
2026-07-13 16:02,2026-W29,UPST,UPST260717P00034500,0,skip,,up,0.3218,0.3027,0.2132
2026-07-13 16:02,2026-W29,SPY,SPY260714P00750000,0,skip,,up,0.3021,0.2995,0.0359
